node_id;name;valid_dir;pk_rel;pk_abs;node_type;stop_slow;stop_fast;y;altitude;coord_x;coord_y;scenario;exclude_scenario
SblSpon58860;SblSpon58860;;58,86;90,343;Sbl;0;0;0;980,52;10,556291;46,678319;base;
Pr_E_MAL_01;Prot. Est. Malles 01;malles;59,103;90,586;signal_mainline;0;0;0;986,23;10,554229;46,679947;base;
Pa_E_MAL_61;Part. Est. Malles 61;merano;59,254;90,737;signal_mainline;0;0;0;989,79;10,554251;46,681298;base;
Pr_I_MAL_51;Prot. Int. Malles 51;malles;59,515;90,998;signal_mainline;0;0;0;995,93;10,552687;46,683255;base;
Dev_MAL_05;Deviatoio Malles 05;;59,633;91,116;SC;0;0;0;998;10,551176;46,683607;base;
Pa_I_MAL_31d;Part. Int. Malles 31d;merano;59,721;91,204;signal_mainline;0;0;0;998;10,550391;46,683781;base;
MAL;Malles;both;59,853;91,336;LdS;1;1;0;998;10,548433;46,684233;base;
ME_side;Merano side;both;0;31,483;LdS_side;1;1;1;301,5;11,149007;46,67306;existing;
Dev_ME_01_side;Deviatoio Merano 01 side;;0,317;31,8;SC;0;0;1;302,79;11,145169;46,676028;dt_me_lag;
Pa_ME_side;Part. Merano side;malles;0,572;32,055;signal_mainline;0;0;1;307,71;11,14405;46,676781;dt_me_lag;
SC_ME_side;SC LT ETCS Merano side;merano;0,636;32,119;signal_mainline;0;0;1;308,94;11,143168;46,677051;dt_me_lag;
Pr_ME_LT_side;Prot. Merano LT ETCS side;merano;0,766;32,249;signal_mainline;0;0;1;311,45;11,141526;46,677397;dt_me_lag;
Pr_E_LAG_01_side;Prot. Est. Lagundo 01 side;malles;1,247;32,73;signal_mainline;0;0;1;320,72;11,135499;46,678593;dt_me_lag;
Pa_LAG_31_side;Part. Lagundo 31 side;merano;1,402;32,885;signal_mainline;0;0;1;323,71;11,133565;46,678938;dt_me_lag;
LAG_side;Lagundo side;;1,517;33;LdS_side;1;0;1;324;11,132071;46,678816;dt_me_lag;
Pa_LAG_32_side;Part. Lagundo 32 side;malles;1,592;33,075;signal_mainline;0;0;1;324;11,131213;46,67875;dt_me_lag;
Dev_LAG_02_side;Deviatoio Lagundo 02 side;;1,642;33,125;SC;0;0;1;324;11,130805;46,678674;dt_lag_mar;
Pr_E_LAG_02_side;Prot. Est. Lagundo 02 side;merano;1,742;33,225;signal_mainline;0;0;1;326,69;11,129554;46,678008;dt_lag_mar;
Pr_E_MAR_01_side;Prot. Est. Marlengo 01 side;malles;2,872;34,355;signal_mainline;0;0;1;350,98;11,133597;46,669147;dt_lag_mar;
Pr_I_MAR_91_side;Prot. Int. N3 Marlengo 91 side;malles;2,972;34,455;signal_mainline;0;0;1;353,13;11,13419;46,668354;dt_lag_mar;
PL04_side;PL04 side;;2,998;34,481;PL;0;0;1;353,69;11,13439;46,668179;dt_lag_mar;
Pa_E_MAR_81_side;Part. Est. Marlengo 81 side;merano;3,022;34,505;signal_mainline;0;0;1;354,2;11,134599;46,668009;dt_lag_mar;
Pr_I_MAR_71_side;Prot. Int. N2 Marlengo 71 side;malles;3,182;34,665;signal_mainline;0;0;1;357,64;11,135908;46,666881;dt_lag_mar;
PL05_side;PL05 Marlengo side;;3,205;34,688;PL;0;0;1;358,13;11,136101;46,666716;dt_lag_mar;
Pa_I_MAR_61_side;Part. Int. N1 Marlengo 61 side;merano;3,226;34,709;signal_mainline;0;0;1;358,59;11,136266;46,666566;dt_lag_mar;
Pr_I_MAR_51_side;Prot. Int. N1 Marlengo 51 side;malles;3,285;34,768;signal_mainline;0;0;1;359,85;11,136773;46,666172;dt_lag_mar;
Dev_MAR_01_side;Deviatoio Marlengo 01 side;;3,335;34,818;SC;0;0;1;360,93;11,137361;46,665785;dt_lag_mar;
Pa_I_MAR_31_side;Part. Int. N2 Marlengo 31 side;merano;3,413;34,896;signal_mainline;0;0;1;362,61;11,137979;46,665338;existing;
MAR_side;Marlengo side;;3,566;35,049;LdS_side;1;0;1;365,89;11,138872;46,664122;existing;
Pa_I_MAR_32_side;Part. Int. Marlengo 32 side;malles;3,647;35,13;signal_mainline;0;0;1;367,64;11,139262;46,663474;existing;
Dev_MAR_02_side;Deviatoio Marlengo 02 side;;3,739;35,222;SC;0;0;1;369,61;11,139775;46,662737;dt_mar_tel;
PL06_side;PL06 side;;3,753;35,236;PL;0;0;1;369,91;11,139873;46,662543;dt_mar_tel;
Pr_I_MAR_52_side;Prot. Int. N1 Marlengo 52 side;merano;3,784;35,267;signal_mainline;0;0;1;370;11,140012;46,662324;dt_mar_tel;
Pa_E_MAR_62_side;Part. Est. Marlengo 62 side;malles;3,976;35,459;signal_mainline;0;0;1;370;11,140579;46,660668;dt_mar_tel;
PL06bis_side;PL06bis side;;3,999;35,482;PL;0;0;1;370;11,140571;46,660462;dt_mar_tel;
Pr_I_MAR_72_side;Prot. Int. N2 Marlengo 72 side;merano;4,022;35,505;signal_mainline;0;0;1;370;11,140555;46,660249;dt_mar_tel;
Pr_E_MAR_02_side;Prot. Est. Marlengo 02 side;merano;4,126;35,609;signal_mainline;0;0;1;370;11,140233;46,659334;dt_mar_tel;
IG_MAR_side;Imbocco Galleria di Marlengo side;;4,311;35,794;Tunnel;0;0;1;371,29;11,13827;46,658364;dt_mar_tel;
SG_MAR_side;Sbocco Galleria di Marlengo side;;4,909;36,392;Tunnel;0;0;1;385,55;11,136693;46,662301;dt_mar_tel;
HD_201_02_side;HD 201/02 side;both;5,126;36,609;signal_mainline;0;0;1;390,73;11,136156;46,664112;dt_mar_tel;
HD_201_04_side;HD 201/04 side;both;6,126;37,609;signal_mainline;0;0;1;414,58;11,128898;46,671324;dt_mar_tel;
HD_201_06_side;HD 201/06 side;both;7,126;38,609;signal_mainline;0;0;1;438,43;11,117939;46,674048;dt_mar_tel;
IG_GIU_side;Imbocco Galleria Monte Giuseppe side;;7,127;38,609;Tunnel;0;0;1;438,43;11,117845;46,674088;dt_mar_tel;
SG_GIU_side;Sbocco Galleria Monte Giuseppe side;;8,107;39,59;Tunnel;0;0;1;461,82;11,10589;46,67524;dt_mar_tel;
HD_201_08_side;HD 201/08 side;both;8,126;39,609;signal_mainline;0;0;1;462,27;11,105686;46,675386;dt_mar_tel;
IG_ART_side;Imbocco Galleria artificiale side;;8,169;39,652;Tunnel;0;0;1;463,3;11,104968;46,675428;dt_mar_tel, dt_mg_tel;
SG_ART_side;Sbocco Galleria artificiale side;;8,249;39,732;Tunnel;0;0;1;465,21;11,104131;46,675428;dt_mar_tel, dt_mg_tel;
IG_TEL_side;Imbocco Galleria di Tel side;;8,608;40,091;Tunnel;0;0;1;473,77;11,099367;46,675855;dt_mar_tel, dt_mg_tel;
HD_201_10_side;HD 201/10 side;both;9,126;40,609;signal_mainline;0;0;1;486,12;11,09396;46,676783;dt_mar_tel, dt_mg_tel;
SG_TEL_side;Sbocco Galleria di Tel side;;9,292;40,775;Tunnel;0;0;1;490,08;11,091342;46,676959;dt_mar_tel, dt_mg_tel;
Pr_E_TEL_01_side;Prot. Est. Tel 01 side;malles;9,743;41,226;signal_mainline;0;0;1;500,34;11,087201;46,676569;dt_mar_tel, dt_mg_tel;
Pr_I_TEL_91_side;Prot. Int. N3 Tel 91 side;merano;9,865;41,348;signal_mainline;0;0;1;503,11;11,086407;46,676385;dt_mar_tel, dt_mg_tel;
PL07_side;PL07 side;;9,898;41,381;PL;0;0;1;503,85;11,085505;46,676157;dt_mar_tel, dt_mg_tel;
Pa_E_TEL_61_side;Part. Est. Tel 61 side;merano;9,913;41,396;signal_mainline;0;0;1;504,19;11,085001;46,675936;dt_mar_tel, dt_mg_tel;
Pr_I_TEL_71_side;Prot. Int. N2 Tel 71 side;malles;10,074;41,557;signal_mainline;0;0;1;507,85;11,084014;46,675215;dt_mar_tel, dt_mg_tel;
Dev_TEL_01_side;Deviatoio Tel 01 side;;10,124;41,607;SC;0;0;1;508,98;11,083613;46,674839;dt_mar_tel, dt_mg_tel;
Pa_I_TEL_31b_side;Part. Int. N1 Tel 31b side;merano;10,2;41,683;signal_mainline;0;0;1;510,06;11,083086;46,674229;existing;
Pr_I_TEL_51_side;Prot. Int. N1 Tel 51 side;malles;10,303;41,786;signal_mainline;0;0;1;510,27;11,082276;46,673525;existing;
Pa_I_TEL_31a_side;Part. Int. N2 Tel 31a side;merano;10,345;41,828;signal_mainline;0;0;1;510,35;11,081901;46,673234;existing;
TEL_side;Tel side;;10,419;41,902;LdS_side;1;0;1;510,5;11,081319;46,672776;existing;
Pa_I_TEL_32_side;Part. Int. Tel 32 side;malles;10,544;42,027;signal_mainline;0;0;1;510,75;11,080222;46,67192;existing;
Dev_TEL_02_side;Deviatoio Tel 02 side;;10,63;42,113;SC;0;0;1;510,92;11,079725;46,67149;dt_tel_pla;
Pr_I_TEL_52_side;Prot. Int. Tel 52 side;merano;10,699;42,182;signal_mainline;0;0;1;511,1;11,078891;46,670838;dt_tel_pla;
Pa_E_TEL_62_side;Part. Est. Tel 62 side;malles;10,85;42,333;signal_mainline;0;0;1;511,58;11,077555;46,669844;dt_tel_pla;
Pr_E_TEL_02_side;Prot. Est. Tel 02 side;merano;11;42,483;signal_mainline;0;0;1;512,07;11,076112;46,668898;dt_tel_pla;
Pr_E_RAB_01_side;Prot. Est. Rabla 01 side;malles;11,52;43,003;signal_mainline;0;0;1;513,75;11,070399;46,666373;dt_tel_pla;
Pr_I_RAB_51_side;Prot. Int. Rabla 51 side;malles;11,622;43,105;signal_mainline;0;0;1;514;11,069375;46,665953;dt_tel_pla;
PL08_side;PL08 side;;11,647;43,13;PL;0;0;1;514;11,069115;46,665843;dt_tel_pla;
Pa_I_RAB_31_side;Part. Int. Rabla 31 side;merano;11,67;43,153;signal_mainline;0;0;1;514;11,068704;46,665681;dt_tel_pla;
RAB_side;Rabla side;;11,699;43,182;LdS_side;1;0;1;514;11,06838;46,665545;dt_tel_pla;
Pa_RAB_32_side;Part. Rabla 32 side;malles;11,818;43,301;signal_mainline;0;0;1;514,05;11,067052;46,664989;dt_tel_pla;
Pr_E_RAB_02_side;Prot. Est. Rabla 02 side;merano;11,968;43,451;signal_mainline;0;0;1;514,48;11,065389;46,664282;dt_tel_pla;
HD_302_02_side;HD 302/02 side;both;12,968;44,451;signal_mainline;0;0;1;517,35;11,053437;46,661042;dt_tel_pla;
Pr_E_PLA_01_side;Prot. Est. Plaus 01 side;malles;13,731;45,214;signal_mainline;0;0;1;519,54;11,044242;46,659687;dt_tel_pla;
Dev_01_PLA_side;Deviatoio 01 Plaus side;;13,831;45,314;SC;0;0;1;519,54;11,043186;46,659256;dt_pla_nat;
Pa_PLA_31_side;Part. Plaus 31 side;merano;13,881;45,364;signal_mainline;0;0;1;519,97;11,042212;46,658868;dt_pla_nat;
PLA_side;Plaus side;;13,991;45,474;LdS_side;1;0;1;520;11,04108;46,658397;dt_pla_nat;
Pa_PLA_32_side;Part. Plaus 32 side;malles;14,029;45,512;signal_mainline;0;0;1;520;11,040581;46,658218;dt_pla_nat;
PL09_side;PL09 side;;14,053;45,536;PL;0;0;1;520;11,040391;46,658148;dt_pla_nat;
Pr_I_PLA_52_side;Prot. Int. Plaus 52 side;merano;14,078;45,561;signal_mainline;0;0;1;520;11,039978;46,657979;dt_pla_nat;
Pr_E_PLA_02_side;Prot. Est. Plaus 02 side;merano;14,178;45,661;signal_mainline;0;0;1;520,37;11,038848;46,65752;dt_pla_nat;
HD_303_02_side;HD 303/02 side;both;15,178;46,661;signal_mainline;0;0;1;524,58;11,027634;46,652894;dt_pla_nat;
HD_303_04_side;HD 303/04 side;both;16,178;47,661;signal_mainline;0;0;1;528,79;11,017039;46,64768;dt_pla_nat;
km48500_side;km48500 side;;17,017;48,5;km;0;0;1;532,33;11,006933;46,645104;dt_pla_nat;
Pr_E_NAT_01_side;Prot. Est. Naturno 01 side;malles;17,058;48,541;signal_mainline;0;0;1;532,5;11,006388;46,645076;dt_pla_nat;
Pr_I_NAT_51_side;Prot. Int. Naturno 51 side;malles;17,148;48,631;signal_mainline;0;0;1;532,88;11,005219;46,645051;dt_pla_nat;
PL10_side;PL10 side;;17,178;48,661;PL;0;0;1;533;11,004994;46,64505;dt_pla_nat;
Dev_NAT_01_side;Deviatoio Naturno 01 side;;17,2;48,692;SC;0;0;1;533;11,004822;46,645058;dt_pla_nat;
Pa_NAT_31_side;Part. Naturno 31 side;merano;17,208;48,691;signal_mainline;0;0;1;533;11,004428;46,645076;dt_pla_nat, dt_nat;
NAT_side;Naturno side;;17,277;48,76;LdS_side;1;1;1;533;11,003526;46,645181;dt_pla_nat,dt_nat_natkomp, dt_nat;
Pa_NAT_32_side;Part. Naturno 32 side;malles;17,369;48,852;signal_mainline;0;0;1;533;11,002585;46,645323;dt_nat_natkomp, dt_nat;
Dev_NAT_02_side;Deviatoio Naturno 02 side;;17,5;48,992;SC;0;0;1;533;11,002153;46,645389;dt_nat_natkomp;
Pr_E_NAT_02_side;Prot. Est. Naturno 02 side;merano;17,518;49,001;signal_mainline;0;0;1;533,84;11,000461;46,645684;dt_nat_natkomp;
Pr_E_PL11_01_side;Prot. Est. PL11 01 side;malles;18,105;49,588;signal_mainline;0;0;1;537,34;10,993447;46,647827;dt_nat_natkomp;
Pr_I_PL11_51_side;Prot. Int. PL11 51 side;malles;18,206;49,689;signal_mainline;0;0;1;537,94;10,992304;46,64812;dt_nat_natkomp;
PL11_side;PL11 side;;18,232;49,715;PL;0;0;1;538,1;10,992047;46,648136;dt_nat_natkomp;
Pr_I_PL11_52_side;Prot. Int. PL11 52 side;merano;18,255;49,738;signal_mainline;0;0;1;538,24;10,991687;46,648118;dt_nat_natkomp;
Dev_PL11_02_side;Deviatoio PL11 02 side;;18,3;49,783;SC;0;0;1;538,24;10,991532;46,648096;dt_nat_natkomp;
Pr_E_PL11_02_side;Prot. Est. PL11 02 side;merano;18,356;49,839;signal_mainline;0;0;1;538,84;10,990314;46,647912;dt_natkomp_sta;
SblNatKomp_side;SblNatKomp side;;18,397;49,88;Sbl;0;0;1;539,18;10,989769;46,647827;dt_natkomp_sta;
Pr_E_STA_01_side;Prot. Est. Stava 01 side;malles;19,231;50,714;signal_mainline;0;0;1;549,93;10,97936;46,646715;dt_natkomp_sta;
Pa_E_STA_61_side;Part. Est. Stava 61 side;merano;19,381;50,864;signal_mainline;0;0;1;551,86;10,977412;46,646877;dt_natkomp_sta;
Pr_I_STA_51_side;Prot. Int. Stava 51 side;malles;19,523;51,006;signal_mainline;0;0;1;553,69;10,975567;46,646899;dt_natkomp_sta;
Dev_STA_01_side;Deviatoio Stava 01 side;;19,573;51,056;SC;0;0;1;554;10,974931;46,646842;dt_natkomp_sta;
Pa_I_STA_31_side;Part. Int. Stava 31 side;merano;19,683;51,166;signal_mainline;0;0;1;554;10,973459;46,646729;existing;
STA_side;Stava side;;19,797;51,28;LdS_side;1;0;1;554;10,972024;46,646588;existing;
Pa_I_STA_32_side;Part. Int. Stava 32 side;malles;19,863;51,346;signal_mainline;0;0;1;554;10,971166;46,64651;existing;
Dev_STA_02_side;Deviatoio Stava 02 side;;19,949;51,432;SC;0;0;1;554;10,970031;46,646346;dt_sta;
Pr_I_STA_52_side;Prot. Int. N1 Stava 52 side;merano;19,999;51,482;signal_mainline;0;0;1;554;10,969377;46,646273;dt_sta;
Pa_E_STA_62_side;Part. Est. Stava 62 side;malles;20,275;51,758;signal_mainline;0;0;1;554;10,966171;46,64528;dt_sta;
PL12_side;PL12 side;;20,298;51,781;PL;0;0;1;554;10,965875;46,645252;dt_sta;
Pr_I_STA_72_side;Prot. Int. N2 Stava 72 side;merano;20,325;51,808;signal_mainline;0;0;1;554;10,965518;46,645221;dt_sta;
Pr_E_STA_02_side;Prot. Est. Stava 02 side;merano;20,426;51,909;signal_mainline;0;0;1;554,09;10,96428;46,644938;dt_sta;
km52000_side;km52000 side;;20,517;52;km;0;0;1;554,39;10,963253;46,644522;dt_sta;
Dev_PL13_01_side;Deviatoio PL13 01 side;;21,429;52,912;SC;0;0;1;557,38;10,953029;46,640373;dt_sta;
Pr_E_PL13_01_side;Prot. Est. PL13 01 side;malles;21,479;52,962;signal_mainline;0;0;1;557,55;10,952463;46,640137;dt_sta_cia;
SblStab21529_side;SblStab21529 side;;21,529;53,012;Sbl;0;0;1;557,72;10,951894;46,639905;dt_sta_cia;
Pr_I_PL13_51_side;Prot. Int. PL13 51 side;malles;21,582;53,065;signal_mainline;0;0;1;557,89;10,951516;46,63975;dt_sta_cia;
PL13_side;PL13 side;;21,606;53,089;PL;0;0;1;557,97;10,95117;46,639609;dt_sta_cia;
Pr_I_PL13_52_side;Prot. Int. PL13 52 side;merano;21,63;53,113;signal_mainline;0;0;1;558,05;10,950783;46,639447;dt_sta_cia;
Pr_E_PL13_02_side;Prot. Est. PL13 02 side;merano;21,733;53,216;signal_mainline;0;0;1;558,39;10,949601;46,638962;dt_sta_cia;
Pr_E_CIA_01_side;Prot. Est. Ciardes 01 side;malles;22,307;53,79;signal_mainline;0;0;1;560,27;10,943161;46,63631;dt_sta_cia;
Pa_CIA_31_side;Part. Ciardes 31 side;merano;22,457;53,94;signal_mainline;0;0;1;560,76;10,941449;46,635618;dt_sta_cia,dt_cia_cab;
CIA_side;Ciardes side;;22,578;54,061;LdS_side;1;0;1;561;10,940433;46,635213;dt_sta_cia,dt_cia_cab;
Pa_CIA_32_side;Part. Ciardes 32 side;malles;22,605;54,088;signal_mainline;0;0;1;561;10,940014;46,635049;dt_sta_cia,dt_cia_cab;
PL14_side;PL14 side;;22,629;54,112;PL;0;0;1;561;10,939679;46,634909;dt_sta_cia,dt_cia_cab;
Pr_I_CIA_62_side;Prot. Int. Ciardes 62 side;merano;22,653;54,136;signal_mainline;0;0;1;561;10,93925;46,634743;dt_sta_cia,dt_cia_cab;
Pr_E_CIA_02_side;Prot. Est. Ciardes 02 side;merano;22,756;54,239;signal_mainline;0;0;1;561,21;10,938086;46,634262;dt_sta_cia,dt_cia_cab;
HD_403_02_side;HD 403/02 side;both;23,756;55,239;signal_mainline;0;0;1;569,08;10,926896;46,629643;dt_sta_cia,dt_cia_cab;
km55900_side;km55900 side;;24,417;55,9;km;0;0;1;574,28;10,919455;46,626585;dt_sta_cia,dt_cia_cab;
SblStab24529_side;SblStab24529 side;;24,529;56,012;Sbl;0;0;1;575,16;10,918221;46,626084;dt_sta_cia,dt_cia_cab;
Pr_E_PL15_01_side;Prot. Est. PL15 01 side;malles;24,625;56,108;signal_mainline;0;0;1;575,92;10,917194;46,625734;dt_sta_cia,dt_cia_cab;
Dev_PL15_01_side;Deviatoio PL15 01 side;;24,725;56,208;SC;0;0;1;576,71;10,916019;46,625445;dt_cia_cab;
Pr_I_PL15_51_side;Prot. Int. PL15 51 side;malles;24,729;56,212;signal_mainline;0;0;1;576,74;10,91584;46,625416;dt_cia_cab;
PL15_side;PL15 side;;24,752;56,235;PL;0;0;1;576,92;10,915649;46,625383;dt_cia_cab;
Pr_I_PL15_52_side;Prot. Int. PL15 52 side;merano;24,775;56,258;signal_mainline;0;0;1;577,1;10,915204;46,625322;dt_cia_cab;
Pr_E_PL15_02_side;Prot. Est. PL15 02 side;merano;24,879;56,362;signal_mainline;0;0;1;577,92;10,913804;46,625209;dt_cia_cab;
km57000_side;km57000 side;;25,517;57;km;0;0;1;582,94;10,905953;46,626821;dt_cia_cab;
Pr_E_CAB_01_side;Prot. Est. Castelbello 01 side;malles;25,869;57,352;signal_mainline;0;0;1;585,71;10,901584;46,627353;dt_cia_cab;
Pr_I_CAB_71_side;Prot. Int. N2 Castelbello 71 side;malles;25,968;57,451;signal_mainline;0;0;1;586,49;10,900637;46,627038;dt_cia_cab;
PL16_side;PL16 side;;25,995;57,478;PL;0;0;1;586,7;10,900288;46,626957;dt_cia_cab;
Pa_E_CAB_61_side;Part. Est. Castelbello 61 side;merano;26,019;57,502;signal_mainline;0;0;1;586,89;10,899754;46,626882;dt_cia_cab;
Pr_I_CAB_51_side;Prot. Int. N1 Castelbello 51 side;malles;26,062;57,545;signal_mainline;0;0;1;587;10,899331;46,626875;dt_cia_cab;
PL17_side;PL17 side;;26,087;57,57;PL;0;0;1;587;10,898952;46,626878;dt_cia_cab;
Pa_I_CAB_31_side;Part. Int. Castelbello 31 side;merano;26,112;57,595;signal_mainline;0;0;1;587;10,898529;46,626895;dt_cia_cab;
CAB_side;Castelbello side;;26,133;57,616;LdS_side;1;0;1;587;10,898247;46,626906;dt_cia_cab,dt_cab_lac, dt_cab;
Pa_CAB_32_side;Part. Castelbello 32 side;malles;26,262;57,745;signal_mainline;0;0;1;587,5;10,896579;46,626974;dt_cab_lac, dt_cab;
Pr_E_CAB_02_side;Prot. Est. Castelbello 02 side;merano;26,412;57,895;signal_mainline;0;0;1;590,07;10,894717;46,626624;dt_cab_lac, dt_cab;
HD_405_02_side;HD 405/02 side;both;27,494;58,977;signal_mainline;0;0;1;608,66;10,882122;46,623513;dt_cab_lac;
km60000_side;km60000 side;;28,517;60;km;0;0;1;626,23;10,869352;46,621988;dt_cab_lac;
Pr_E_LAC_01_side;Prot. Est. Laces 01 side;malles;28,658;60,141;signal_mainline;0;0;1;628,65;10,867791;46,621335;dt_cab_lac;
PL18_side;PL18 side;;28,782;60,265;PL;0;0;1;630,78;10,866561;46,620798;dt_cab_lac;
Pr_I_LAC_71_side;Prot. Int. N2 Laces 71 side;malles;28,784;60,267;signal_mainline;0;0;1;630,82;10,866393;46,620725;dt_cab_lac;
Pa_E_LAC_61_side;Part. Est. Laces 61 side;merano;28,808;60,291;signal_mainline;0;0;1;631,23;10,866132;46,62062;dt_cab_lac;
Pr_I_LAC_51_side;Prot. Int. N1 Laces 51 side;malles;29,033;60,516;signal_mainline;0;0;1;633;10,863571;46,619727;dt_cab_lac;
Dev_LAC_01_side;Deviatoio Laces 01 side;;29,083;60,566;SC;0;0;1;633;10,862839;46,619705;dt_cab_lac;
Pa_I_LAC_31_side;Part. Int. Laces 31 side;merano;29,201;60,684;signal_mainline;0;0;1;633;10,861335;46,619661;existing;
LAC_side;Laces side;;29,261;60,744;LdS_side;1;1;1;633;10,860415;46,61965;existing;
Pa_I_LAC_32_side;Part. Int. Laces 32 side;malles;29,364;60,847;signal_mainline;0;0;1;633;10,859218;46,619628;existing;
Dev_LAC_02_side;Deviatoio Laces 02 side;;29,48;60,963;SC;0;0;1;633,73;10,858027;46,619622;dt_lac_cold;
Pr_I_LAC_52_side;Prot. Int. N1 Laces 52 side;merano;29,53;61,013;signal_mainline;0;0;1;634,26;10,857038;46,619593;dt_lac_cold;
Pa_E_LAC_62_side;Part. Est. Laces 62 side;malles;30,01;61,493;signal_mainline;0;0;1;639,32;10,851038;46,619202;dt_lac_cold;
PL19_side;PL19 side;;30,031;61,514;PL;0;0;1;639,54;10,850732;46,619171;dt_lac_cold;
Pr_I_LAC_72_side;Prot. Int. N2 Laces 72 side;merano;30,055;61,538;signal_mainline;0;0;1;639,8;10,850219;46,619132;dt_lac_cold;
Pr_E_LAC_02_side;Prot. Est. Laces 02 side;merano;30,16;61,643;signal_mainline;0;0;1;640,9;10,848868;46,619014;dt_lac_cold;
SblLac31026_side;SblLac31026 side;;31,026;62,509;signal_mainline;0;0;1;650,04;10,838259;46,616763;dt_lac_cold;
HD_501_02_side;HD 501/02 side;both;31,16;62,643;signal_mainline;0;0;1;651,46;10,836532;46,617139;dt_lac_cold;
Pr_E_COLD_01_side;Prot. Est. Coldrano 01 side;malles;32,014;63,497;signal_mainline;0;0;1;660,47;10,82605;46,61934;dt_lac_cold;
Pr_I_COLD_91_side;Prot. Int. Coldrano 91 side;malles;32,084;63,567;signal_mainline;0;0;1;661,21;10,825221;46,619353;dt_lac_cold;
PL20_side;PL20 side;;32,11;63,593;PL;0;0;1;661,48;10,824983;46,619349;dt_lac_cold;
Pa_COLD_31_side;Part. Coldrano 31 side;merano;32,136;63,619;signal_mainline;0;0;1;661,75;10,824425;46,619331;dt_lac_cold;
Dev_COLD_01_side;Deviatoio Coldrano 01 side;;32,2;63,683;SC;0;0;1;662,12;10,823615;46,619298;side;
COLD_side;Coldrano side;;32,353;63,836;LdS_side;1;0;1;663;10,821522;46,618963;dt_cold_sblLac;
Pa_I_COLD_71_side;Part. Int. Coldrano 71 side;malles;32,873;64,356;signal_mainline;0;0;1;669,91;10,815654;46,617887;dt_cold_sblLac;
PL21_side;PL21 side;;32,901;64,384;PL;0;0;1;670,37;10,815235;46,617655;dt_cold_sblLac;
Pr_I_COLD_52_side;Prot. Int. N1 Coldrano 52 side;merano;32,931;64,414;signal_mainline;0;0;1;670,87;10,814667;46,617338;dt_cold_sblLac;
Pa_E_COLD_51_side;Part. Est. Coldrano 51 side;malles;33,256;64,739;signal_mainline;0;0;1;676,23;10,810587;46,616837;dt_cold_sblLac;
PL22_side;PL22 side;;33,279;64,762;PL;0;0;1;676,61;10,810354;46,61684;dt_cold_sblLac;
Pr_I_COLD_72_side;Prot. Int. N2 Coldrano 72 side;merano;33,302;64,785;signal_mainline;0;0;1;676,98;10,809968;46,616827;dt_cold_sblLac;
Pr_E_COLD_02_side;Prot. Est. Coldrano 02 side;merano;33,406;64,889;signal_mainline;0;0;1;678,7;10,808602;46,616798;dt_cold_sblLac;
Pr_E_PL23_01_side;Prot. Est. PL23 01 side;malles;34,356;65,839;signal_mainline;0;0;1;694,37;10,796417;46,615405;dt_cold_sblLac;
Pr_I_PL23_51_side;Prot. Int. PL23 51 side;malles;34,459;65,942;signal_mainline;0;0;1;696,06;10,795671;46,615337;dt_cold_sblLac;
PL23_side;PL23 side;;34,483;65,966;PL;0;0;1;696,46;10,795105;46,615283;dt_cold_sblLac;
Pr_I_PL23_52_side;Prot. Int. PL23 52 side;merano;34,507;65,99;signal_mainline;0;0;1;696,86;10,794429;46,615202;dt_cold_sblLac;
Pr_E_PL23_02_side;Prot. Est. PL23 02 side;merano;34,609;66,092;signal_mainline;0;0;1;698,54;10,793107;46,615057;dt_cold_sblLac;
SblLac35026_side;SblLac35026 side;;35,026;66,509;Sbl;0;0;1;705,42;10,787845;46,614696;dt_cold_sblLac, dt_sblLac_sil;
Pr_E_PL24_01_side;Prot. Est. PL24 01 side;malles;35,04;66,523;signal_mainline;0;0;1;705,65;10,787488;46,614725;dt_cold_sblLac;
Dev_PL24_01_side;Deviatoio PL24 01 side;;35,094;66,577;SC;0;0;1;706,54;10,78686;46,614836;dt_sblLac_sil;
Pr_I_PL24_51_side;Prot. Int. PL24 51 side;malles;35,144;66,627;signal_mainline;0;0;1;707,36;10,786431;46,614922;dt_sblLac_sil;
PL24_side;PL24 side;;35,167;66,65;PL;0;0;1;707,74;10,786136;46,614981;dt_sblLac_sil;
Pr_I_PL24_52_side;Prot. Int. PL24 52 side;merano;35,191;66,674;signal_mainline;0;0;1;708,14;10,785586;46,615112;dt_sblLac_sil;
Pr_E_PL24_02_side;Prot. Est. PL24 02 side;merano;35,294;66,777;signal_mainline;0;0;1;709,83;10,784352;46,6154;dt_sblLac_sil;
HD_504_02_side;HD 504/02 side;both;36,294;67,777;signal_mainline;0;0;1;726,33;10,771762;46,617183;dt_sblLac_sil;
Pr_E_SIL_01_side;Prot. Est. Silandro 01 side;malles;36,827;68,31;signal_mainline;0;0;1;735,12;10,766001;46,619659;dt_sblLac_sil;
PL25_side;PL25 side;;36,943;68,426;PL;0;0;1;737,03;10,764552;46,619886;dt_sblLac_sil;
Pr_I_SIL_91_side;Prot. Int. N2 Silandro 91 side;malles;36,957;68,44;signal_mainline;0;0;1;737,26;10,764359;46,619935;dt_sblLac_sil;
Pa_E_SIL_81_side;Part. Est. Silandro 81 side;merano;36,981;68,464;signal_mainline;0;0;1;737,66;10,764062;46,620057;dt_sblLac_sil;
