node_id;name;valid_dir;pk_rel;pk_abs;node_type;stop_slow;stop_fast;y;altitude;coord_x;coord_y;scenario;exclude_scenario
km68500_side;km68500 side;;37,017;68,5;km;0;0;1;738,25;10,763691;46,620261;dt_sblLac_sil;
km68650_side;km68650 side;;37,167;68,65;km;0;0;1;740,72;10,762769;46,621429;dt_sblLac_sil;
IG_GEO_side;Imbocco Galleria GEOS side;;37,379;68,862;Tunnel;0;0;1;744,22;10,763675;46,6231;dt_sblLac_sil;
Pr_I_SIL_71_side;Prot. Int. N1 Silandro 71 side;malles;37,473;68,956;signal_mainline;0;0;1;744,73;10,764464;46,623898;dt_sblLac_sil;
SG_GEO_side;Sbocco Galleria GEOS side;;37,521;69,004;Tunnel;0;0;1;744,92;10,764821;46,62425;dt_sblLac_sil;
Dev_SIL_05_side;Deviatoio Silandro 05 side;;37,572;69,055;SC;0;0;1;745;10,76525;46,624644;dt_sblLac_sil;
Pa_I_SIL_31_side;Part. Int Silandro 31 side;merano;37,682;69,165;signal_mainline;0;0;1;745;10,766113;46,62541;existing;
SIL_side;Silandro side;;37,792;69,275;LdS_side;1;1;1;745;10,766929;46,626176;existing;
Pa_I_SIL_32_side;Part. Int. Silandro 32 side;malles;37,86;69,343;signal_mainline;0;0;1;745;10,767463;46,626668;existing;
Dev_SIL_02_side;Deviatoio Silandro 02 side;;37,939;69,422;SC;0;0;1;745;10,768114;46,627274;side;
Pr_I_SIL_52_side;Prot. Int. Silandro 52 side;merano;37,989;69,472;signal_mainline;0;0;1;745;10,768484;46,627621;side;
Pa_E_SIL_62_side;Part. Est. Silandro 62 side;malles;38,129;69,612;signal_mainline;0;0;1;747,34;10,769386;46,628674;side;
Pr_E_SIL_02_side;Prot. Est. Silandro 02 side;merano;38,279;69,762;signal_mainline;0;0;1;751,38;10,769252;46,62993;side;
km70200_side;km70200 side;;38,717;70,2;km;0;0;1;763,18;10,764708;46,629975;dt_70200_lasa;
HD_601_02_side;HD 601/02 side;both;39,279;70,762;signal_mainline;0;0;1;778,31;10,760207;46,625989;dt_70200_lasa;
HD_601_04_side;HD 601/04 side;both;40,279;71,762;signal_mainline;0;0;1;805,24;10,750508;46,619991;dt_70200_lasa;
HD_601_06_side;HD 601/06 side;both;41,279;72,762;signal_mainline;0;0;1;832,17;10,739629;46,615267;dt_70200_lasa;
HD_601_08_side;HD 601/08 side;both;42,279;73,762;signal_mainline;0;0;1;859,1;10,727248;46,612511;dt_70200_lasa;
HD_601_10_side;HD 601/10 side;both;43,279;74,762;signal_mainline;0;0;1;865,71;10,714653;46,61167;dt_70200_lasa;
km75800_side;km75800 side;;44,317;75,8;km;0;0;1;866,64;10,702408;46,615368;dt_70200_lasa;
Pr_E_LASA_01_side;Prot. Est. Lasa 01 side;malles;44,387;75,87;signal_mainline;0;0;1;866,71;10,701515;46,615464;dt_70200_lasa;
Pr_I_LASA_91_side;Prot. Int. N3 Lasa 91 side;malles;44,488;75,971;signal_mainline;0;0;1;866,8;10,700448;46,615718;dt_70200_lasa;
PL27_side;PL27 side;;44,513;75,996;PL;0;0;1;866,82;10,70019;46,615807;dt_70200_lasa;
Pa_E_LASA_81_side;Part. Est. Lasa 81 side;merano;44,538;76,021;signal_mainline;0;0;1;866,84;10,69968;46,616;dt_70200_lasa;
Pr_I_LASA_71_side;Prot. Int. N2 Lasa 71 side;malles;44,724;76,207;signal_mainline;0;0;1;867;10,697567;46,616833;dt_70200_lasa;
PL28_side;PL28 side;;44,752;76,235;PL;0;0;1;867;10,697266;46,616984;dt_70200_lasa;
Pa_I_LASA_61_side;Part. Int. N1 Lasa 61 side;merano;44,775;76,258;signal_mainline;0;0;1;867;10,697009;46,61712;dt_70200_lasa;
Pr_I_LASA_51_side;Prot. Int. N1 Lasa 51 side;malles;44,809;76,292;signal_mainline;0;0;1;867;10,696692;46,617323;dt_70200_lasa;
Dev_LASA_01_side;Deviatoio Lasa 01 side;;44,829;76,312;SC;0;0;1;867;10,696534;46,617433;dt_70200_lasa;
Pa_I_LASA_31_side;Part. Int. N1 Lasa 31 side;merano;44,945;76,428;signal_mainline;0;0;1;867;10,695539;46,618071;existing;
LASA_side;Lasa side;;44,962;76,445;LdS_side;1;1;1;867;10,695247;46,618255;existing;
Pa_I_LASA_32_side;Part. Int. N2 Lasa 32 side;malles;45,102;76,585;signal_mainline;0;0;1;867;10,694016;46,619055;existing;
Dev_LASA_02_side;Deviatoio Lasa 02 side;;45,188;76,671;SC;0;0;1;867;10,693053;46,61965;dt_lasa_oris;
Pr_I_LASA_52_side;Prot. Int. N1 Lasa 52 side;merano;45,238;76,721;signal_mainline;0;0;1;867,06;10,692567;46,619939;dt_lasa_oris;
Pa_I_LASA_62_side;Part. Int. N1 Lasa 62 side;malles;45,309;76,792;signal_mainline;0;0;1;867,21;10,691891;46,620385;dt_lasa_oris;
PL29_side;PL29 side;;45,335;76,818;PL;0;0;1;867,27;10,691647;46,620543;dt_lasa_oris;
Pr_I_LASA_72_side;Prot. Int. N2 Lasa 72 side;merano;45,382;76,865;signal_mainline;0;0;1;867,37;10,691189;46,620821;dt_lasa_oris;
Pa_E_LASA_82_side;Part. Est. Lasa 82 side;malles;45,499;76,982;signal_mainline;0;0;1;867,62;10,689949;46,621398;dt_lasa_oris;
Pr_E_LASA_02_side;Prot. Est. Lasa 02 side;merano;45,65;77,133;signal_mainline;0;0;1;867,94;10,688254;46,622094;dt_lasa_oris;
HD_701_01_side;HD 701/01 side;both;46,65;78,133;signal_mainline;0;0;1;870,1;10,676211;46,625171;dt_lasa_oris;
SblLasa46915_side;SblLasa46915 side;;46,915;78,398;Sbl;0;0;1;870,67;10,672842;46,625554;dt_lasa_oris;
HD_701_03_side;HD 701/03 side;both;47,65;79,133;signal_mainline;0;0;1;872,26;10,663337;46,625333;dt_lasa_oris;
Pr_E_ORIS_01_side;Prot. Est. Oris 01 side;malles;48,848;80,331;signal_mainline;0;0;1;874,84;10,647935;46,626217;dt_lasa_oris;
Pr_I_ORIS_71_side;Prot. Int. Oris 71 side;malles;48,949;80,432;signal_mainline;0;0;1;875;10,646782;46,626442;side;
Dev_ORIS_01_side;Deviatoio Oris 01 side;;48,919;80,402;SC;0;0;1;874,95;10,647018;46,626397;side;
PL30_side;PL30 side;;48,973;80,456;PL;0;0;1;875;10,646519;46,626493;side;
Pa_ORIS_31_side;Part. Oris 31 side;merano;48,998;80,481;signal_mainline;0;0;1;875;10,64624;46,626549;side;
ORIS_side;Oris side;;49,02;80,503;LdS_side;1;0;1;875;10,645741;46,626644;side;
Pa_ORIS_32_side;Part. Oris 32 side;malles;49,147;80,63;signal_mainline;0;0;1;875,12;10,64418;46,626972;side;
Pr_E_ORIS_02_side;Prot. Est. Oris 02 side;merano;49,297;80,78;signal_mainline;0;0;1;875,78;10,642265;46,627326;dt_oris_spon;
HD_702_02_side;HD 702/02 side;both;50,297;81,78;signal_mainline;0;0;1;880,18;10,629643;46,629503;dt_oris_spon;
Pr_E_SPON_01_side;Prot. Est. Spondigna 01 side;malles;51,279;82,762;signal_mainline;0;0;1;884,51;10,617278;46,631408;dt_oris_spon;
Pa_E_SPON_81_side;Part. Est. Spondigna 81 side;merano;51,451;82,934;signal_mainline;0;0;1;885,26;10,615314;46,63217;dt_oris_spon;
Pr_I_SPON_71_side;Prot. Int. N2 Spondigna 71 side;malles;51,62;83,103;signal_mainline;0;0;1;886;10,613547;46,632909;dt_oris_spon;
PL31_side;PL31 side;;51,644;83,127;PL;0;0;1;886;10,613351;46,63299;dt_oris_spon;
Pr_I_SPON_51_side;Prot. Int. N1 Spondigna 51 side;malles;51,652;83,135;signal_mainline;0;0;1;886;10,613185;46,633063;dt_oris_spon;
Pa_I_SPON_61_side;Part. Int. N1 Spondigna 61 side;merano;51,668;83,151;signal_mainline;0;0;1;886;10,613024;46,633144;dt_oris_spon;
Dev_SPON_01_side;Deviatoio Spondigna 01 side;;51,672;83,155;SC;0;0;1;886;10,61289;46,633211;dt_oris_spon;
Pa_I_SPON_31_side;Part. Int. N2 Spondigna 31 side;merano;51,789;83,272;signal_mainline;0;0;1;886;10,611594;46,633794;existing;
SPON_side;Spondigna side;;51,867;83,35;LdS_side;1;0;1;886;10,610744;46,634198;existing;
Pa_I_SPON_32_side;Part. Int. Spondigna 32 side;malles;51,986;83,469;signal_mainline;0;0;1;886;10,609853;46,634623;existing;
Dev_SPON_02_side;Deviatoio Spondigna 02 side;;52,061;83,544;SC;0;0;1;886;10,608947;46,63504;dt_spon_slu;
Pr_I_SPON_52_side;Prot. Int. N1 Spondigna 52 side;merano;52,111;83,594;signal_mainline;0;0;1;886;10,608096;46,635415;dt_spon_slu;
Pa_E_SPON_62_side;Part. Est. Spondigna 62 side;malles;52,429;83,912;signal_mainline;0;0;1;886,11;10,604524;46,63638;dt_spon_slu;
PL32_side;PL32 side;;52,454;83,937;PL;0;0;1;886,12;10,604213;46,636498;dt_spon_slu;
Pr_I_SPON_72_side;Prot. Int. N2 Spondigna 72 side;merano;52,48;83,963;signal_mainline;0;0;1;886,13;10,603703;46,636701;dt_spon_slu;
Pr_E_SPON_02_side;Prot. Est. Spondigna 02 side;merano;52,58;84,063;signal_mainline;0;0;1;886,42;10,602643;46,637288;dt_spon_slu;
HD_801_02_side;HD 801/02 side;both;53,58;85,063;signal_mainline;0;0;1;895,82;10,594618;46,644347;dt_spon_slu;
HD_801_04_side;HD 801/04 side;both;54,58;86,063;signal_mainline;0;0;1;905,22;10,589495;46,652537;dt_spon_slu;
SblSpon54860_side;SblSpon54860 side;;54,86;86,343;Sbl;0;0;1;907,85;10,588476;46,654967;dt_spon_slu;
km86800_side;km86800 side;;55,317;86,8;km;0;0;1;912,15;10,587065;46,658947;dt_spon_slu;
HD_801_06_side;HD 801/06 side;both;55,58;87,063;signal_mainline;0;0;1;914,62;10,585477;46,660968;dt_spon_slu;
HD_801_07_side;HD 801/07 side;malles;56,027;87,51;signal_mainline;0;0;1;918,82;10,581878;46,663927;dt_spon_slu;
SLU_side;Sluderno side;;56,146;87,629;LdS_side;1;0;1;919;10,581438;46,664961;dt_spon_slu, dt_slu_mal;
HD_801_08_side;HD 801/08 side;merano;56,397;87,88;signal_mainline;0;0;1;922,55;10,580961;46,667172;dt_slu_mal;
HD_801_10_side;HD 801/10 side;both;57,229;88,712;signal_mainline;0;0;1;942,13;10,574703;46,672875;dt_slu_mal;
HD_801_12_side;HD 801/12 side;both;58,229;89,712;signal_mainline;0;0;1;965,67;10,563633;46,675866;dt_slu_mal;
SblSpon58860_side;SblSpon58860 side;;58,86;90,343;Sbl;0;0;1;980,52;10,556225;46,678266;dt_slu_mal;
Pr_E_MAL_01_side;Prot. Est. Malles 01 side;malles;59,103;90,586;signal_mainline;0;0;1;986,23;10,554138;46,679926;dt_slu_mal;
Pa_E_MAL_61_side;Part. Est. Malles 61 side;merano;59,254;90,737;signal_mainline;0;0;1;989,79;10,554168;46,681284;dt_slu_mal;
Pr_I_MAL_51_side;Prot. Int. Malles 51 side;malles;59,515;90,998;signal_mainline;0;0;1;995,93;10,552636;46,683207;dt_slu_mal;
Dev_MAL_05_side;Deviatoio Malles 05 side;;59,633;91,116;SC;0;0;1;998;10,551757;46,683426;dt_slu_mal;
Pa_I_MAL_31d_side;Part. Int. Malles 31d side;merano;59,721;91,204;signal_mainline;0;0;1;998;10,550367;46,683744;existing;
MAL_side;Malles side;both;59,853;91,336;LdS_side;1;1;1;998;10,548409;46,684187;existing;
Dev_HD201/08_side;Deviatoio HD201/08 side;;8,146;39,629;SC;0;0;1;462,27;11,105534;46,675472;dt_mar_tel;
Dev_HD201/08;Deviatoio HD201/08;;8,146;39,629;SC;0;0;0;462,27;11,105587;46,675505;base;
