"Data";"Template";"Treno";"OraP";"OraA";"Partenza";"Rit.";"Causale";"Nota partenza";"Arrivo";"Rit.";"Causale";"Nota arrivo";"Composizione";"Coincidenza";"Esito";"Causale soppressione";"Nota soppressione";"Verifica";"Chiusura"
"2023-01-07";"23-int";"7041";"2023-01-07 08:02:00";"2023-01-07 08:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7008";"2023-01-07 08:20:00";"2023-01-07 09:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7007";"2023-01-07 08:35:00";"2023-01-07 09:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7042";"2023-01-07 09:03:00";"2023-01-07 09:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7010";"2023-01-07 09:20:00";"2023-01-07 10:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7009";"2023-01-07 09:31:00";"2023-01-07 10:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7043";"2023-01-07 10:02:00";"2023-01-07 10:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7012";"2023-01-07 10:20:00";"2023-01-07 11:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7011";"2023-01-07 10:35:00";"2023-01-07 11:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7044";"2023-01-07 11:03:00";"2023-01-07 11:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7014";"2023-01-07 11:20:00";"2023-01-07 12:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7013";"2023-01-07 11:31:00";"2023-01-07 12:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7045";"2023-01-07 12:02:00";"2023-01-07 12:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7016";"2023-01-07 12:20:00";"2023-01-07 13:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7015";"2023-01-07 12:35:00";"2023-01-07 13:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7046";"2023-01-07 13:03:00";"2023-01-07 13:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7018";"2023-01-07 13:20:00";"2023-01-07 14:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7017";"2023-01-07 13:31:00";"2023-01-07 14:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7047";"2023-01-07 14:02:00";"2023-01-07 14:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7020";"2023-01-07 14:20:00";"2023-01-07 15:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7019";"2023-01-07 14:35:00";"2023-01-07 15:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7048";"2023-01-07 15:03:00";"2023-01-07 15:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7022";"2023-01-07 15:20:00";"2023-01-07 16:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7021";"2023-01-07 15:31:00";"2023-01-07 16:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7049";"2023-01-07 16:02:00";"2023-01-07 16:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7024";"2023-01-07 16:20:00";"2023-01-07 17:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7023";"2023-01-07 16:35:00";"2023-01-07 17:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7050";"2023-01-07 17:03:00";"2023-01-07 17:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7026";"2023-01-07 17:20:00";"2023-01-07 18:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7025";"2023-01-07 17:31:00";"2023-01-07 18:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7051";"2023-01-07 18:02:00";"2023-01-07 18:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7028";"2023-01-07 18:20:00";"2023-01-07 19:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7027";"2023-01-07 18:35:00";"2023-01-07 19:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7052";"2023-01-07 19:03:00";"2023-01-07 19:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7030";"2023-01-07 19:20:00";"2023-01-07 20:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7029";"2023-01-07 19:31:00";"2023-01-07 20:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7031";"2023-01-07 20:00:00";"2023-01-07 20:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7032";"2023-01-07 20:20:00";"2023-01-07 21:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7033";"2023-01-07 21:00:00";"2023-01-07 21:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7034";"2023-01-07 21:20:00";"2023-01-07 22:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7035";"2023-01-07 22:00:00";"2023-01-07 22:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-07";"23-int";"7037";"2023-01-07 23:00:00";"2023-01-07 23:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7002";"2023-01-08 05:40:00";"2023-01-08 06:37:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7004";"2023-01-08 06:16:00";"2023-01-08 07:16:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"6";"Guasto veicoli viaggiatori";"+7 Sta (x) 7003";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7003";"2023-01-08 06:52:00";"2023-01-08 07:54:00";"Meran/o (Var.)";"8";"Guasto veicoli viaggiatori";"+8 formazione treno e manovra x cambio mat";"Malles - Mals";"4";"Guasto veicoli viaggiatori";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7040";"2023-01-08 07:01:00";"2023-01-08 07:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"2";"Guasto veicoli viaggiatori";"+7 Sil (x) 7003";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7006";"2023-01-08 07:20:00";"2023-01-08 08:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"5";"Guasto veicoli viaggiatori";"+3 (Lasa) x 7003;+5 Sta (x) 7041";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7005";"2023-01-08 07:31:00";"2023-01-08 08:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"Guasto veicoli viaggiatori";"+6 Sta (x) 7040";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7041";"2023-01-08 08:02:00";"2023-01-08 08:55:00";"Meran/o (Var.)";"7";"Guasto veicoli viaggiatori";"+7 x formaz treno e manovra causa cambio mat";"Malles - Mals";"5";"Guasto veicoli viaggiatori";"+6 Sta (x) 7006;+7 Lasa (x) 7008";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7008";"2023-01-08 08:20:00";"2023-01-08 09:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"9";"Guasto veicoli viaggiatori";"+9 Lac (x) 7007";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7007";"2023-01-08 08:35:00";"2023-01-08 09:38:00";"Meran/o (Var.)";"13";"Guasto veicoli viaggiatori";"+13 formaz treno e manovra x cambio mat";"Malles - Mals";"7";"Guasto veicoli viaggiatori";"+13 in partenza da Tel";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7042";"2023-01-08 09:03:00";"2023-01-08 09:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"40";"Guasto veicoli viaggiatori";"+9 Lasa (x) 7007+25 attesa prot Tel x manovre ATR guasti";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7010";"2023-01-08 09:20:00";"2023-01-08 10:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"33";"Guasto veicoli viaggiatori";"+35 Sta (x) 7011 (cambio incrocio)";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7009";"2023-01-08 09:31:00";"2023-01-08 10:38:00";"Meran/o (Var.)";"8";"Guasto veicoli viaggiatori";"+8 x formazione treno e manovra";"Malles - Mals";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7043";"2023-01-08 10:02:00";"2023-01-08 10:55:00";"Tel - Töll";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"S";"Guasto materiale";"";"OK";"OK"
"2023-01-08";"23-int";"7012";"2023-01-08 10:20:00";"2023-01-08 11:25:00";"Malles - Mals";"9";"Guasto veicoli viaggiatori";"+9 da Malles x formazione treno e manovra";"Meran/o (Var.)";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7011";"2023-01-08 10:35:00";"2023-01-08 11:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7044";"2023-01-08 11:03:00";"2023-01-08 11:57:00";"Malles - Mals";"";"";"";"Tel - Töll";"";"";"";"Doppia";"NP";"S";"Guasto materiale";"";"OK";"OK"
"2023-01-08";"23-int";"7014";"2023-01-08 11:20:00";"2023-01-08 12:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7013";"2023-01-08 11:31:00";"2023-01-08 12:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7045";"2023-01-08 12:02:00";"2023-01-08 12:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7016";"2023-01-08 12:20:00";"2023-01-08 13:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7015";"2023-01-08 12:35:00";"2023-01-08 13:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7046";"2023-01-08 13:03:00";"2023-01-08 13:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7018";"2023-01-08 13:20:00";"2023-01-08 14:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7017";"2023-01-08 13:31:00";"2023-01-08 14:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7047";"2023-01-08 14:02:00";"2023-01-08 14:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7020";"2023-01-08 14:20:00";"2023-01-08 15:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7019";"2023-01-08 14:35:00";"2023-01-08 15:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7048";"2023-01-08 15:03:00";"2023-01-08 15:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7022";"2023-01-08 15:20:00";"2023-01-08 16:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7021";"2023-01-08 15:31:00";"2023-01-08 16:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7049";"2023-01-08 16:02:00";"2023-01-08 16:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7024";"2023-01-08 16:20:00";"2023-01-08 17:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7023";"2023-01-08 16:35:00";"2023-01-08 17:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7050";"2023-01-08 17:03:00";"2023-01-08 17:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7026";"2023-01-08 17:20:00";"2023-01-08 18:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7025";"2023-01-08 17:31:00";"2023-01-08 18:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7051";"2023-01-08 18:02:00";"2023-01-08 18:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7028";"2023-01-08 18:20:00";"2023-01-08 19:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7027";"2023-01-08 18:35:00";"2023-01-08 19:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7052";"2023-01-08 19:03:00";"2023-01-08 19:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7030";"2023-01-08 19:20:00";"2023-01-08 20:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"7";"Servizio viaggiatori";"+8 (X) 7031 a Stava";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7029";"2023-01-08 19:31:00";"2023-01-08 20:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7031";"2023-01-08 20:00:00";"2023-01-08 20:55:00";"Meran/o (Var.)";"10";"Servizio viaggiatori";"a Tel su richiesta della S.O  coincidenza bus";"Malles - Mals";"10";"Servizio viaggiatori";"+10 sv";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7032";"2023-01-08 20:20:00";"2023-01-08 21:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"8";"Servizio viaggiatori";"+10 (X) 7031 a Lasa";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7033";"2023-01-08 21:00:00";"2023-01-08 21:55:00";"Meran/o (Var.)";"4";"Servizio viaggiatori";"+4 atto partenza per coincidenza bus";"Malles - Mals";"7";"Servizio viaggiatori";"+8 (X) 7032 A STAVA";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7034";"2023-01-08 21:20:00";"2023-01-08 22:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"9";"Servizio viaggiatori";"+8 (X) 7033 a Lasa , +9 a Stava (X) 7035";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7035";"2023-01-08 22:00:00";"2023-01-08 22:55:00";"Meran/o (Var.)";"10";"Altre cause esterne";"+10 malore PDM";"Malles - Mals";"9";"Altre cause esterne";"+9 malore Pdm";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-08";"23-int";"7037";"2023-01-08 23:00:00";"2023-01-08 23:55:00";"Meran/o (Var.)";"7";"Servizio viaggiatori";"+7 coincidenza bus";"Malles - Mals";"4";"Servizio viaggiatori";"+4 Sv";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7000";"2023-01-09 05:18:00";"2023-01-09 06:12:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7002";"2023-01-09 05:40:00";"2023-01-09 06:37:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7001";"2023-01-09 05:48:00";"2023-01-09 06:53:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7004";"2023-01-09 06:16:00";"2023-01-09 07:16:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7003";"2023-01-09 06:52:00";"2023-01-09 07:54:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7040";"2023-01-09 07:01:00";"2023-01-09 07:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7006";"2023-01-09 07:20:00";"2023-01-09 08:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7005";"2023-01-09 07:31:00";"2023-01-09 08:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"30";"Guasto impianti di sicurezza";"+30 SPO GUASTO DEV 1-2-3-4";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7041";"2023-01-09 08:02:00";"2023-01-09 08:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"29";"Guasto impianti di sicurezza";"+18 LAS(x)7008; +7 SPO";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7008";"2023-01-09 08:20:00";"2023-01-09 09:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"18";"Guasto impianti di sicurezza";"+21 SPO GUASTO DEV 1-2-3-4";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7007";"2023-01-09 08:35:00";"2023-01-09 09:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7042";"2023-01-09 09:03:00";"2023-01-09 09:57:00";"Malles - Mals";"";"";"";"Tel - Töll";"";"";"";"Singola";"NP";"S";"Altre cause esterne";"ECESSIVO RITARDO 7041 PER GUASTO DEVIATOI SPONDIGNA";"OK";"OK"
"2023-01-09";"23-int";"7010";"2023-01-09 09:20:00";"2023-01-09 10:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"4";"Guasto impianti di sicurezza";"+5 LAC(x)7009";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7009";"2023-01-09 09:31:00";"2023-01-09 10:38:00";"Meran/o (Var.)";"14";"Guasto impianti di sicurezza";"+14 TEL(x)7008";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7043";"2023-01-09 10:02:00";"2023-01-09 10:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7012";"2023-01-09 10:20:00";"2023-01-09 11:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7011";"2023-01-09 10:35:00";"2023-01-09 11:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7044";"2023-01-09 11:03:00";"2023-01-09 11:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7014";"2023-01-09 11:20:00";"2023-01-09 12:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7013";"2023-01-09 11:31:00";"2023-01-09 12:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7045";"2023-01-09 12:02:00";"2023-01-09 12:55:00";"Meran/o (Var.)";"5";"Formazione treno e manovra";"+5' Tel per formazione treno";"Malles - Mals";"2";"Formazione treno e manovra";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7016";"2023-01-09 12:20:00";"2023-01-09 13:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7015";"2023-01-09 12:35:00";"2023-01-09 13:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"5";"Guasto veicoli viaggiatori";"+4' Lasa per guasto sospensioni";"Singola (Var.)";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7046";"2023-01-09 13:03:00";"2023-01-09 13:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7018";"2023-01-09 13:20:00";"2023-01-09 14:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7017";"2023-01-09 13:31:00";"2023-01-09 14:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7047";"2023-01-09 14:02:00";"2023-01-09 14:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7020";"2023-01-09 14:20:00";"2023-01-09 15:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7019";"2023-01-09 14:35:00";"2023-01-09 15:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7048";"2023-01-09 15:03:00";"2023-01-09 15:57:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7022";"2023-01-09 15:20:00";"2023-01-09 16:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7021";"2023-01-09 15:31:00";"2023-01-09 16:38:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7049";"2023-01-09 16:02:00";"2023-01-09 16:55:00";"Meran/o (Var.)";"";"";"";"Malles - Mals";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2023-01-09";"23-int";"7024";"2023-01-09 16:20:00";"2023-01-09 17:25:00";"Malles - Mals";"";"";"";"Meran/o (Var.)";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
