"Data";"Template";"Treno";"OraP";"OraA";"Partenza";"Rit.";"Causale";"Nota partenza";"Arrivo";"Rit.";"Causale";"Nota arrivo";"Composizione";"Coincidenza";"Esito";"Causale soppressione";"Nota soppressione";"Verifica";"Chiusura"
"2019-01-08";"19-I";"131";"2019-01-08 19:46:00";"2019-01-08 20:55:00";"Meran/o";"8";"Coincidenze programmate";"";"Malles - Mals";"6";"Coincidenze programmate";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-08";"19-I";"132";"2019-01-08 20:20:00";"2019-01-08 21:39:00";"Malles - Mals";"";"";"";"Meran/o";"2";"Altre cause commerciali";"+6 (x) 131 Lasa";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-08";"19-I";"133";"2019-01-08 20:46:00";"2019-01-08 21:55:00";"Meran/o";"";"";"";"Malles - Mals";"4";"Altre cause commerciali";"+4 (x) 132 Senales";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-08";"19-I";"134";"2019-01-08 21:20:00";"2019-01-08 22:39:00";"Malles - Mals";"";"";"";"Meran/o";"";"Altre cause commerciali";"+4 (x) 133 Lasa";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-08";"19-I";"135";"2019-01-08 21:46:00";"2019-01-08 22:55:00";"Meran/o";"";"";"";"Malles - Mals";"2";"Altre cause commerciali";"+3 (x) 134 Senales";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-08";"19-I";"137";"2019-01-08 22:50:00";"2019-01-08 23:58:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"100";"2019-01-09 05:20:00";"2019-01-09 06:30:00";"Malles - Mals";"";"";"";"Meran/o";"";"Programmazione orario";"+2 LUNGO LINEA";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"101";"2019-01-09 05:38:00";"2019-01-09 06:54:00";"Meran/o";"";"";"";"Malles - Mals";"";"Programmazione orario";"+3 SEN (x)100; vedi 100";"Doppia";"NP";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"102";"2019-01-09 05:42:00";"2019-01-09 06:54:00";"Malles - Mals";"";"";"";"Meran/o";"1";"Programmazione orario";"+3 LUNGO LINEA; +2 MaV PL10 MANCANZA CONTROLLO";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"104";"2019-01-09 06:16:00";"2019-01-09 07:32:00";"Malles - Mals";"";"";"";"Meran/o";"2";"Prolungamento sosta commerciale";"+4 LASA (x)101; +3 SEN (x)103; vedi 103";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"103";"2019-01-09 06:38:00";"2019-01-09 07:54:00";"Meran/o";"";"";"";"Malles - Mals";"2";"Prolungamento sosta commerciale";"+3 MAR (x)102; +3 SV MAR-SIL";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"202";"2019-01-09 07:03:00";"2019-01-09 08:13:00";"Malles - Mals";"";"";"";"Meran/o";"2";"Prolungamento sosta commerciale";"+2 SV MAL-SIL; +4 SIL (x)103; vedi 103";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"105";"2019-01-09 07:16:00";"2019-01-09 08:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"Prolungamento sosta commerciale";"+4 MAR (x)104; +4 SEN (x)202; vedi 103";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"106";"2019-01-09 07:20:00";"2019-01-09 08:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"Prolungamento sosta commerciale";"+3 LAC (x)105; vedi 103";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"201";"2019-01-09 07:46:00";"2019-01-09 08:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"Prolungamento sosta commerciale";"+2 TEL (x)202; +4 SEN (x)106; vedi 103";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"107";"2019-01-09 08:16:00";"2019-01-09 09:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"108";"2019-01-09 08:20:00";"2019-01-09 09:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"Coincidenze programmate";"+2 LASA (x)201; +1 TEL (x)109; vedi 109";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"206";"2019-01-09 09:03:00";"2019-01-09 10:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"109";"2019-01-09 09:16:00";"2019-01-09 10:38:00";"Meran/o";"2";"Coincidenze programmate";"";"Malles - Mals";"";"";"";"Singola (Var.)";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"110";"2019-01-09 09:20:00";"2019-01-09 10:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"205";"2019-01-09 09:46:00";"2019-01-09 10:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"111";"2019-01-09 10:16:00";"2019-01-09 11:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"112";"2019-01-09 10:20:00";"2019-01-09 11:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"210";"2019-01-09 11:03:00";"2019-01-09 12:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"113";"2019-01-09 11:16:00";"2019-01-09 12:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"114";"2019-01-09 11:20:00";"2019-01-09 12:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola (Var.)";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"209";"2019-01-09 11:46:00";"2019-01-09 12:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"115";"2019-01-09 12:16:00";"2019-01-09 13:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"116";"2019-01-09 12:20:00";"2019-01-09 13:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"214";"2019-01-09 13:03:00";"2019-01-09 14:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"117";"2019-01-09 13:16:00";"2019-01-09 14:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"Altre cause commerciali";"+1 (x) 214 Senales";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"118";"2019-01-09 13:20:00";"2019-01-09 14:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"213";"2019-01-09 13:46:00";"2019-01-09 14:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"119";"2019-01-09 14:16:00";"2019-01-09 15:38:00";"Meran/o";"2";"Coincidenze programmate";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"120";"2019-01-09 14:20:00";"2019-01-09 15:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"218";"2019-01-09 15:03:00";"2019-01-09 16:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"121";"2019-01-09 15:16:00";"2019-01-09 16:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"122";"2019-01-09 15:20:00";"2019-01-09 16:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"217";"2019-01-09 15:46:00";"2019-01-09 16:55:00";"Meran/o";"";"";"";"Malles - Mals";"4";"Altre cause commerciali";"+4 (x( 122 Senales";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"123";"2019-01-09 16:16:00";"2019-01-09 17:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"124";"2019-01-09 16:20:00";"2019-01-09 17:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"Altre cause commerciali";"+4 (x) 217 Lasa";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"222";"2019-01-09 17:03:00";"2019-01-09 18:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"125";"2019-01-09 17:16:00";"2019-01-09 18:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"126";"2019-01-09 17:20:00";"2019-01-09 18:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"221";"2019-01-09 17:46:00";"2019-01-09 18:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"127";"2019-01-09 18:16:00";"2019-01-09 19:38:00";"Meran/o";"4";"Coincidenze programmate";"+4 (c) bz";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"128";"2019-01-09 18:20:00";"2019-01-09 19:43:00";"Malles - Mals";"";"";"";"Meran/o";"4";"Coincidenze programmate";"+4 (x) 129 tel";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"226";"2019-01-09 19:03:00";"2019-01-09 20:13:00";"Malles - Mals";"";"";"";"Meran/o";"12";"Guasto veicoli viaggiatori";"+8 accudienza guasto atp coldrano - viaggiava 50 km/h atp escluso";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"129";"2019-01-09 19:16:00";"2019-01-09 20:38:00";"Meran/o";"4";"Coincidenze programmate";"+4 (c) bz";"Malles - Mals";"4";"Guasto veicoli viaggiatori";"+11 (x) 226 senales";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"130";"2019-01-09 19:20:00";"2019-01-09 20:39:00";"Malles - Mals";"";"";"";"Meran/o";"6";"Guasto veicoli viaggiatori";"+9 (x) 129 laces";"Doppia (Var.)";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"131";"2019-01-09 19:46:00";"2019-01-09 20:55:00";"Meran/o";"";"";"";"Malles - Mals";"9";"Guasto veicoli viaggiatori";"+10 (x) 226 tel";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"132";"2019-01-09 20:20:00";"2019-01-09 21:39:00";"Malles - Mals";"";"";"";"Meran/o";"3";"Guasto veicoli viaggiatori";"+2 (x) 129 spondigna +7 (x) 131 lasa";"Singola (Var.)";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"133";"2019-01-09 20:46:00";"2019-01-09 21:55:00";"Meran/o";"4";"Coincidenze programmate";"+4 (c) bz";"Malles - Mals";"6";"Guasto veicoli viaggiatori";"+3 (x) 132 senales";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"134";"2019-01-09 21:20:00";"2019-01-09 22:39:00";"Malles - Mals";"";"";"";"Meran/o";"";"Guasto veicoli viaggiatori";"+7 (x) 133 lasa";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"135";"2019-01-09 21:46:00";"2019-01-09 22:55:00";"Meran/o";"3";"Coincidenze programmate";"+3 (c) bz";"Malles - Mals";"3";"Coincidenze programmate";"+3 (c) bz";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-09";"19-I";"137";"2019-01-09 22:50:00";"2019-01-09 23:58:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"100";"2019-01-10 05:20:00";"2019-01-10 06:30:00";"Malles - Mals";"";"";"";"Meran/o";"3";"Guasto PL";"+3a Senales (x) 101, +2 a Naturno MaV su PLL 10 per mancanza controllo in chiusura";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"101";"2019-01-10 05:38:00";"2019-01-10 06:54:00";"Meran/o";"";"";"";"Malles - Mals";"";"Guasto PL";"+4 a Naturno MaV su PLL 10 per mancanza controllo in chiusura";"Doppia";"NP";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"102";"2019-01-10 05:42:00";"2019-01-10 06:54:00";"Malles - Mals";"";"";"";"Meran/o";"";"Guasto PL";"+2 a Laces (x) 101, +2 a Naturno MaV su PLL 10 per mancanza controllo in chiusura";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"104";"2019-01-10 06:16:00";"2019-01-10 07:32:00";"Malles - Mals";"";"";"";"Meran/o";"3";"Guasto PL";"+2 a Lasa (x) 101, +5 a Senales (x) 105, +2 a Naturno MaV su PLL 10 per mancanza controllo in chiusura";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"103";"2019-01-10 06:38:00";"2019-01-10 07:54:00";"Meran/o";"";"";"";"Malles - Mals";"";"Guasto PL";"+2 a Marlengo (x) 102, +3 a Naturno MaV su PLL 10 per mancanza controllo in chiusura";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"202";"2019-01-10 07:03:00";"2019-01-10 08:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"Guasto PL";"+4 a Silandro (x) 103, +1 a Senales (x) 105, (origine ritardo diverse M.a.V. su PL 10)";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"105";"2019-01-10 07:16:00";"2019-01-10 08:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"Guasto PL";"+6 a Marlengo (x) 104, (origine ritardo diverse M.a.V. su PL 10)";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"106";"2019-01-10 07:20:00";"2019-01-10 08:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"Guasto PL";"+4 a Laces (x) 105, (origine ritardo diverse M.a.V. su PL 10)";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"201";"2019-01-10 07:46:00";"2019-01-10 08:55:00";"Meran/o";"";"";"";"Malles - Mals";"3";"Guasto PL";"+2 a Tel (x) 202, +4 a Senales (x) 106, (origine ritardo diverse M.a.V. su PL 10)";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"107";"2019-01-10 08:16:00";"2019-01-10 09:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"108";"2019-01-10 08:20:00";"2019-01-10 09:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"Guasto PL";"+3 a Lasa (x) 201, (origine ritardo diverse M.a.V. su PL 10)";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"206";"2019-01-10 09:03:00";"2019-01-10 10:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"109";"2019-01-10 09:16:00";"2019-01-10 10:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"110";"2019-01-10 09:20:00";"2019-01-10 10:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"205";"2019-01-10 09:46:00";"2019-01-10 10:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"111";"2019-01-10 10:16:00";"2019-01-10 11:38:00";"Meran/o";"2";"Coincidenze programmate";"+2 (c) bz";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"112";"2019-01-10 10:20:00";"2019-01-10 11:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"210";"2019-01-10 11:03:00";"2019-01-10 12:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"113";"2019-01-10 11:16:00";"2019-01-10 12:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"114";"2019-01-10 11:20:00";"2019-01-10 12:43:00";"Malles - Mals";"";"";"";"Meran/o";"3";"Coincidenze programmate";"+4 (x) 115 tel";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"209";"2019-01-10 11:46:00";"2019-01-10 12:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"115";"2019-01-10 12:16:00";"2019-01-10 13:38:00";"Meran/o";"5";"Coincidenze programmate";"+5 (c) bz";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"116";"2019-01-10 12:20:00";"2019-01-10 13:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"214";"2019-01-10 13:03:00";"2019-01-10 14:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"117";"2019-01-10 13:16:00";"2019-01-10 14:38:00";"Meran/o";"4";"Coincidenze programmate";"+4 (c) bz";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"118";"2019-01-10 13:20:00";"2019-01-10 14:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"213";"2019-01-10 13:46:00";"2019-01-10 14:55:00";"Meran/o";"";"Ritardo altre reti";"+10 da bz";"Malles - Mals";"";"";"";"Singola";"NO";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"119";"2019-01-10 14:16:00";"2019-01-10 15:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"120";"2019-01-10 14:20:00";"2019-01-10 15:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"218";"2019-01-10 15:03:00";"2019-01-10 16:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"121";"2019-01-10 15:16:00";"2019-01-10 16:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"122";"2019-01-10 15:20:00";"2019-01-10 16:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"217";"2019-01-10 15:46:00";"2019-01-10 16:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"123";"2019-01-10 16:16:00";"2019-01-10 17:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"124";"2019-01-10 16:20:00";"2019-01-10 17:43:00";"Malles - Mals";"";"";"";"Meran/o";"2";"Coincidenze programmate";"+3 TEL (x) 125";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"222";"2019-01-10 17:03:00";"2019-01-10 18:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"125";"2019-01-10 17:16:00";"2019-01-10 18:38:00";"Meran/o";"3";"Coincidenze programmate";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"126";"2019-01-10 17:20:00";"2019-01-10 18:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"221";"2019-01-10 17:46:00";"2019-01-10 18:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"127";"2019-01-10 18:16:00";"2019-01-10 19:38:00";"Meran/o";"10";"Coincidenze programmate";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"128";"2019-01-10 18:20:00";"2019-01-10 19:43:00";"Malles - Mals";"";"";"";"Meran/o";"2";"Coincidenze programmate";"+3 LAC (x) 127; +3 TEL (x) 129";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"226";"2019-01-10 19:03:00";"2019-01-10 20:13:00";"Malles - Mals";"";"";"";"Meran/o";"2";"Coincidenze programmate";"+4 TEL (x) 131";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"129";"2019-01-10 19:16:00";"2019-01-10 20:38:00";"Meran/o";"4";"Coincidenze programmate";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"130";"2019-01-10 19:20:00";"2019-01-10 20:39:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"131";"2019-01-10 19:46:00";"2019-01-10 20:55:00";"Meran/o";"4";"Coincidenze programmate";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"132";"2019-01-10 20:20:00";"2019-01-10 21:39:00";"Malles - Mals";"";"";"";"Meran/o";"";"Coincidenze programmate";"+2 LAS (x) 131";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"133";"2019-01-10 20:46:00";"2019-01-10 21:55:00";"Meran/o";"5";"Coincidenze programmate";"";"Malles - Mals";"3";"Coincidenze programmate";"";"Singola (Var.)";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"134";"2019-01-10 21:20:00";"2019-01-10 22:39:00";"Malles - Mals";"";"";"";"Meran/o";"";"Coincidenze programmate";"+4 LAS (x) 133";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"135";"2019-01-10 21:46:00";"2019-01-10 22:55:00";"Meran/o";"4";"Coincidenze programmate";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-10";"19-I";"137";"2019-01-10 22:50:00";"2019-01-10 23:58:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia (Var.)";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"100";"2019-01-11 05:20:00";"2019-01-11 06:30:00";"Malles - Mals";"";"";"";"Silandro - Schlanders (Var.)";"8";"Guasto veicoli viaggiatori";"+6 ACCUDIENZA LASA; +8 SIL, IMPOSSIBILITATO A PROSEGUIRE SUA CORSA PER GUASTO FRENI ATR5+4";"Doppia";"SI";"SP";"Guasto materiale";"GUASTO ATR 5+4 SILANDRO";"OK";"OK"
"2019-01-11";"19-I";"101";"2019-01-11 05:38:00";"2019-01-11 06:54:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"NP";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"102";"2019-01-11 05:42:00";"2019-01-11 06:54:00";"Malles - Mals";"";"";"";"Meran/o";"3";"Guasto veicoli viaggiatori";"+4 TEL ACCUDIENZA ATR8+9 GUASTO SCMT";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"104";"2019-01-11 06:16:00";"2019-01-11 07:32:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"103";"2019-01-11 06:38:00";"2019-01-11 07:54:00";"Silandro - Schlanders (Var.)";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"SP";"Guasto materiale";"MANCANZA MATERIALE A MERANO PER GUASTO TR100 ATR5+4; AUTOBUS SOSTITUTIVO MER-SIL-MAL";"OK";"OK"
"2019-01-11";"19-I";"202";"2019-01-11 07:03:00";"2019-01-11 08:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"105";"2019-01-11 07:16:00";"2019-01-11 08:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"106";"2019-01-11 07:20:00";"2019-01-11 08:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"201";"2019-01-11 07:46:00";"2019-01-11 08:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"107";"2019-01-11 08:16:00";"2019-01-11 09:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"108";"2019-01-11 08:20:00";"2019-01-11 09:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"206";"2019-01-11 09:03:00";"2019-01-11 10:13:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"NP";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"109";"2019-01-11 09:16:00";"2019-01-11 10:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"110";"2019-01-11 09:20:00";"2019-01-11 10:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"205";"2019-01-11 09:46:00";"2019-01-11 10:55:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Singola";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"111";"2019-01-11 10:16:00";"2019-01-11 11:38:00";"Meran/o";"";"";"";"Malles - Mals";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
"2019-01-11";"19-I";"112";"2019-01-11 10:20:00";"2019-01-11 11:43:00";"Malles - Mals";"";"";"";"Meran/o";"";"";"";"Doppia";"SI";"";"";"";"OK";"OK"
